order_id,order_datetime,order_date,customer_id,channel,location,payment_method,status,subtotal_eur,discount_eur,delivery_fee_eur,total_revenue_eur,estimated_profit_eur
1553,2025-03-22 14:00:00,2025-03-22,65,Dine-in,Main Hall,Card,Completed,34.5,0.0,0.0,34.5,22.4
1554,2025-03-22 19:05:00,2025-03-22,494,Dine-in,Bar,Card,Cancelled,0.0,0.0,0.0,0.0,0.0
1555,2025-03-22 19:10:00,2025-03-22,458,Takeaway,Online,Card,Completed,23.8,0.0,0.0,23.8,15.1
1556,2025-03-22 21:40:00,2025-03-22,205,Delivery,Online,Card,Completed,38.0,0.0,0.0,38.0,24.8
1557,2025-03-22 10:55:00,2025-03-22,410,Takeaway,Online,Card,Completed,46.5,2.33,0.0,44.17,27.17
1558,2025-03-22 11:20:00,2025-03-22,214,Dine-in,Bar,Card,Completed,16.5,0.0,0.0,16.5,10.6
1559,2025-03-22 13:20:00,2025-03-22,329,Delivery,Online,Online,Completed,22.0,0.0,3.0,25.0,17.6
1560,2025-03-22 13:00:00,2025-03-22,290,Delivery,Online,Online,Completed,50.0,2.5,0.0,47.5,29.3
1561,2025-03-23 11:10:00,2025-03-23,358,Dine-in,Main Hall,Card,Completed,49.5,4.95,0.0,44.55,27.75
1562,2025-03-23 20:25:00,2025-03-23,33,Delivery,Online,Card,Completed,14.0,0.0,0.0,14.0,9.7
1563,2025-03-23 20:25:00,2025-03-23,231,Dine-in,Terrace,Online,Completed,13.0,0.0,0.0,13.0,8.7
1564,2025-03-23 19:05:00,2025-03-23,50,Dine-in,Main Hall,Online,Completed,55.0,5.5,0.0,49.5,29.0
1565,2025-03-23 08:10:00,2025-03-23,162,Dine-in,Bar,Card,Completed,64.0,3.2,0.0,60.8,36.8
1566,2025-03-23 19:25:00,2025-03-23,447,Dine-in,Terrace,Card,Completed,6.0,0.0,0.0,6.0,4.2
1567,2025-03-23 21:45:00,2025-03-23,278,Takeaway,Online,Card,Completed,7.5,0.0,0.0,7.5,5.3
1568,2025-03-23 13:55:00,2025-03-23,358,Dine-in,Main Hall,Card,Completed,63.0,3.15,0.0,59.85,31.95
1569,2025-03-23 14:25:00,2025-03-23,435,Dine-in,Main Hall,Online,Completed,19.0,0.0,0.0,19.0,12.6
1570,2025-03-23 11:30:00,2025-03-23,66,Delivery,Online,Cash,Completed,43.5,2.18,0.0,41.32,22.02
1571,2025-03-23 21:20:00,2025-03-23,42,Dine-in,Terrace,Online,Completed,2.8,0.0,0.0,2.8,2.2
1572,2025-03-23 19:35:00,2025-03-23,350,Delivery,Online,Card,Completed,60.0,3.0,3.5,60.5,34.0
1573,2025-03-23 20:50:00,2025-03-23,13,Dine-in,Main Hall,Online,Completed,27.5,0.0,0.0,27.5,17.3
1574,2025-03-23 11:55:00,2025-03-23,160,Dine-in,Bar,Cash,Completed,8.0,0.0,0.0,8.0,5.4
1575,2025-03-23 10:10:00,2025-03-23,451,Dine-in,Main Hall,Online,Completed,46.0,2.3,0.0,43.7,26.3
1576,2025-03-23 15:45:00,2025-03-23,86,Dine-in,Terrace,Cash,Completed,11.5,0.0,0.0,11.5,6.9
1577,2025-03-23 20:50:00,2025-03-23,120,Dine-in,Terrace,Card,Completed,12.0,0.0,0.0,12.0,8.5
1578,2025-03-23 12:30:00,2025-03-23,55,Dine-in,Terrace,Cash,Completed,23.0,0.0,0.0,23.0,13.8
1579,2025-03-23 18:50:00,2025-03-23,330,Dine-in,Bar,Card,Completed,10.5,0.0,0.0,10.5,6.7
1580,2025-03-23 21:10:00,2025-03-23,364,Dine-in,Terrace,Card,Completed,21.0,0.0,0.0,21.0,14.1
1581,2025-03-23 21:05:00,2025-03-23,82,Dine-in,Terrace,Online,Completed,10.5,0.0,0.0,10.5,6.7
1582,2025-03-23 15:05:00,2025-03-23,239,Takeaway,Online,Card,Completed,21.5,0.0,0.0,21.5,14.0
1583,2025-03-23 13:25:00,2025-03-23,279,Dine-in,Main Hall,Card,Completed,16.5,0.0,0.0,16.5,10.2
1584,2025-03-23 19:50:00,2025-03-23,270,Takeaway,Online,Online,Completed,16.5,0.0,0.0,16.5,10.5
1585,2025-03-23 17:55:00,2025-03-23,479,Takeaway,Online,Cash,Completed,21.5,0.0,0.0,21.5,14.4
1586,2025-03-23 18:45:00,2025-03-23,159,Takeaway,Online,Card,Completed,22.5,0.0,0.0,22.5,14.3
1587,2025-03-23 12:50:00,2025-03-23,344,Delivery,Online,Online,Completed,25.5,0.0,3.5,29.0,18.5
1588,2025-03-23 21:40:00,2025-03-23,485,Takeaway,Online,Card,Completed,27.0,0.0,0.0,27.0,17.5
1589,2025-03-23 17:55:00,2025-03-23,248,Takeaway,Online,Card,Completed,28.0,0.0,0.0,28.0,17.4
1590,2025-03-24 18:30:00,2025-03-24,201,Dine-in,Bar,Card,Completed,20.5,0.0,0.0,20.5,11.6
1591,2025-03-24 19:35:00,2025-03-24,1,Delivery,Online,Card,Completed,75.5,3.78,0.0,71.72,41.82
1592,2025-03-24 14:50:00,2025-03-24,139,Delivery,Online,Cash,Completed,5.5,0.0,0.0,5.5,3.6
1593,2025-03-24 18:10:00,2025-03-24,454,Takeaway,Online,Online,Completed,23.5,0.0,0.0,23.5,14.5
1594,2025-03-24 20:40:00,2025-03-24,36,Takeaway,Online,Online,Completed,55.5,2.78,0.0,52.72,28.82
1595,2025-03-24 21:45:00,2025-03-24,480,Dine-in,Main Hall,Card,Completed,23.5,0.0,0.0,23.5,15.5
1596,2025-03-24 08:10:00,2025-03-24,422,Takeaway,Online,Online,Completed,29.5,0.0,0.0,29.5,18.7
1597,2025-03-24 17:35:00,2025-03-24,31,Delivery,Online,Card,Completed,2.5,0.0,0.0,2.5,1.8
1598,2025-03-24 20:10:00,2025-03-24,81,Delivery,Online,Card,Completed,16.5,0.0,3.5,20.0,14.3
1599,2025-03-24 10:35:00,2025-03-24,54,Delivery,Online,Online,Completed,12.3,0.0,0.0,12.3,8.1
1600,2025-03-24 13:25:00,2025-03-24,180,Dine-in,Terrace,Cash,Completed,26.0,0.0,0.0,26.0,14.6
1601,2025-03-24 09:15:00,2025-03-24,199,Takeaway,Online,Cash,Completed,29.0,0.0,0.0,29.0,19.2
1602,2025-03-24 18:30:00,2025-03-24,56,Dine-in,Terrace,Online,Completed,32.5,0.0,0.0,32.5,20.3
1603,2025-03-24 20:05:00,2025-03-24,207,Takeaway,Online,Cash,Completed,34.0,0.0,0.0,34.0,22.2
1604,2025-03-24 16:45:00,2025-03-24,244,Delivery,Online,Online,Completed,8.0,0.0,0.0,8.0,5.8
1605,2025-03-24 15:35:00,2025-03-24,496,Dine-in,Terrace,Cash,Completed,9.0,0.0,0.0,9.0,6.2
1606,2025-03-25 13:35:00,2025-03-25,484,Takeaway,Online,Cash,Completed,12.0,0.0,0.0,12.0,8.1
1607,2025-03-25 19:00:00,2025-03-25,400,Takeaway,Online,Online,Completed,32.0,0.0,0.0,32.0,21.4
1608,2025-03-25 11:30:00,2025-03-25,487,Dine-in,Main Hall,Online,Completed,32.5,0.0,0.0,32.5,21.0
1609,2025-03-25 18:00:00,2025-03-25,5,Delivery,Online,Card,Completed,25.0,0.0,3.5,28.5,20.1
1610,2025-03-25 20:45:00,2025-03-25,269,Dine-in,Bar,Card,Completed,41.0,2.05,0.0,38.95,21.15
1611,2025-03-25 18:40:00,2025-03-25,240,Dine-in,Bar,Online,Completed,47.5,2.38,0.0,45.12,26.02
1612,2025-03-25 12:50:00,2025-03-25,447,Takeaway,Online,Card,Completed,9.0,0.0,0.0,9.0,5.9
1613,2025-03-25 16:25:00,2025-03-25,86,Delivery,Online,Card,Completed,26.5,0.0,2.5,29.0,19.4
1614,2025-03-25 14:00:00,2025-03-25,284,Takeaway,Online,Card,Completed,35.5,0.0,0.0,35.5,19.5
1615,2025-03-25 20:35:00,2025-03-25,107,Dine-in,Terrace,Card,Completed,35.0,0.0,0.0,35.0,22.0
1616,2025-03-25 18:45:00,2025-03-25,408,Delivery,Online,Card,Completed,11.5,0.0,0.0,11.5,6.9
1617,2025-03-26 18:55:00,2025-03-26,65,Delivery,Online,Cash,Completed,42.0,4.2,0.0,37.8,21.1
1618,2025-03-26 19:55:00,2025-03-26,305,Dine-in,Terrace,Card,Completed,36.5,0.0,0.0,36.5,20.5
1619,2025-03-26 11:50:00,2025-03-26,392,Dine-in,Main Hall,Card,Completed,11.5,0.0,0.0,11.5,6.9
1620,2025-03-26 08:25:00,2025-03-26,207,Dine-in,Bar,Online,Completed,53.0,5.3,0.0,47.7,27.8
1621,2025-03-26 21:20:00,2025-03-26,69,Dine-in,Bar,Cash,Completed,33.0,0.0,0.0,33.0,17.4
1622,2025-03-26 17:55:00,2025-03-26,209,Dine-in,Main Hall,Online,Completed,11.0,0.0,0.0,11.0,7.2
1623,2025-03-26 09:10:00,2025-03-26,14,Delivery,Online,Card,Completed,64.0,3.2,3.0,63.8,40.3
1624,2025-03-26 17:55:00,2025-03-26,58,Dine-in,Bar,Cash,Completed,24.0,0.0,0.0,24.0,16.0
1625,2025-03-26 19:05:00,2025-03-26,128,Dine-in,Terrace,Card,Completed,34.5,0.0,0.0,34.5,23.2
1626,2025-03-26 18:15:00,2025-03-26,316,Delivery,Online,Cash,Completed,45.0,2.25,0.0,42.75,25.15
1627,2025-03-26 11:30:00,2025-03-26,392,Dine-in,Main Hall,Card,Completed,59.5,5.95,0.0,53.55,29.05
1628,2025-03-26 16:15:00,2025-03-26,332,Dine-in,Bar,Online,Completed,4.0,0.0,0.0,4.0,2.9
1629,2025-03-26 14:30:00,2025-03-26,133,Delivery,Online,Card,Completed,40.0,0.0,3.5,43.5,28.4
1630,2025-03-26 09:50:00,2025-03-26,472,Delivery,Online,Card,Completed,16.5,0.0,0.0,16.5,10.6
1631,2025-03-26 20:45:00,2025-03-26,491,Dine-in,Main Hall,Card,Completed,4.5,0.0,0.0,4.5,3.1
1632,2025-03-26 20:35:00,2025-03-26,428,Dine-in,Terrace,Online,Completed,60.0,6.0,0.0,54.0,28.5
1633,2025-03-26 19:40:00,2025-03-26,396,Delivery,Online,Card,Completed,8.5,0.0,0.0,8.5,5.6
1634,2025-03-26 12:35:00,2025-03-26,388,Delivery,Online,Card,Completed,29.5,0.0,0.0,29.5,20.0
1635,2025-03-27 08:55:00,2025-03-27,252,Takeaway,Online,Card,Completed,62.0,3.1,0.0,58.9,31.6
1636,2025-03-27 09:30:00,2025-03-27,410,Dine-in,Bar,Card,Completed,34.5,0.0,0.0,34.5,20.6
1637,2025-03-27 16:40:00,2025-03-27,44,Takeaway,Online,Cash,Completed,15.0,0.0,0.0,15.0,9.6
1638,2025-03-27 20:10:00,2025-03-27,161,Dine-in,Bar,Online,Completed,38.6,0.0,0.0,38.6,24.9
1639,2025-03-27 18:55:00,2025-03-27,423,Dine-in,Main Hall,Card,Cancelled,0.0,0.0,0.0,0.0,0.0
1640,2025-03-27 11:50:00,2025-03-27,273,Delivery,Online,Card,Completed,27.5,0.0,0.0,27.5,18.1
1641,2025-03-27 18:25:00,2025-03-27,40,Takeaway,Online,Card,Completed,37.0,0.0,0.0,37.0,20.3
1642,2025-03-27 17:30:00,2025-03-27,328,Delivery,Online,Cash,Completed,24.0,0.0,0.0,24.0,15.5
1643,2025-03-27 15:45:00,2025-03-27,182,Dine-in,Bar,Card,Completed,40.0,0.0,0.0,40.0,22.5
1644,2025-03-27 20:20:00,2025-03-27,234,Delivery,Online,Card,Completed,14.0,0.0,0.0,14.0,9.7
1645,2025-03-27 14:25:00,2025-03-27,189,Dine-in,Terrace,Online,Completed,3.0,0.0,0.0,3.0,2.1
1646,2025-03-27 16:10:00,2025-03-27,227,Takeaway,Online,Online,Completed,10.5,0.0,0.0,10.5,6.7
1647,2025-03-27 12:45:00,2025-03-27,400,Dine-in,Bar,Card,Completed,32.5,0.0,0.0,32.5,20.7
1648,2025-03-27 21:40:00,2025-03-27,432,Dine-in,Terrace,Online,Completed,24.5,0.0,0.0,24.5,15.7
1649,2025-03-27 20:40:00,2025-03-27,120,Dine-in,Terrace,Card,Completed,19.0,0.0,0.0,19.0,12.3
1650,2025-03-27 19:40:00,2025-03-27,218,Delivery,Online,Card,Completed,14.0,0.0,0.0,14.0,9.0
1651,2025-03-27 18:15:00,2025-03-27,351,Dine-in,Main Hall,Card,Completed,29.0,0.0,0.0,29.0,18.9
1652,2025-03-27 18:20:00,2025-03-27,11,Dine-in,Bar,Cash,Completed,54.0,5.4,0.0,48.6,28.9
1653,2025-03-28 14:50:00,2025-03-28,326,Delivery,Online,Cash,Completed,15.5,0.0,3.5,19.0,13.5
1654,2025-03-28 12:55:00,2025-03-28,276,Delivery,Online,Online,Completed,39.5,0.0,0.0,39.5,23.6
1655,2025-03-28 19:10:00,2025-03-28,414,Delivery,Online,Card,Cancelled,0.0,0.0,0.0,0.0,0.0
1656,2025-03-28 17:55:00,2025-03-28,333,Takeaway,Online,Card,Completed,26.5,0.0,0.0,26.5,17.5
1657,2025-03-28 18:55:00,2025-03-28,134,Delivery,Online,Card,Completed,10.5,0.0,0.0,10.5,7.0
1658,2025-03-28 11:25:00,2025-03-28,292,Takeaway,Online,Online,Completed,34.5,0.0,0.0,34.5,18.9
1659,2025-03-28 18:45:00,2025-03-28,370,Dine-in,Bar,Online,Completed,19.5,0.0,0.0,19.5,13.0
1660,2025-03-28 21:55:00,2025-03-28,58,Dine-in,Terrace,Card,Completed,17.0,0.0,0.0,17.0,11.2
1661,2025-03-28 19:40:00,2025-03-28,178,Dine-in,Terrace,Cash,Completed,18.5,0.0,0.0,18.5,12.9
1662,2025-03-28 21:30:00,2025-03-28,106,Takeaway,Online,Online,Completed,33.0,0.0,0.0,33.0,21.5
1663,2025-03-28 20:40:00,2025-03-28,499,Dine-in,Main Hall,Card,Completed,22.5,0.0,0.0,22.5,14.3
1664,2025-03-28 09:10:00,2025-03-28,266,Delivery,Online,Card,Completed,26.5,0.0,2.5,29.0,19.8
1665,2025-03-28 09:00:00,2025-03-28,169,Delivery,Online,Card,Completed,64.5,3.22,0.0,61.28,37.78
1666,2025-03-28 12:10:00,2025-03-28,400,Takeaway,Online,Online,Completed,31.5,0.0,0.0,31.5,20.0
1667,2025-03-28 22:50:00,2025-03-28,441,Dine-in,Terrace,Cash,Completed,7.5,0.0,0.0,7.5,5.3
1668,2025-03-28 12:00:00,2025-03-28,443,Takeaway,Online,Card,Cancelled,0.0,0.0,0.0,0.0,0.0
1669,2025-03-28 19:20:00,2025-03-28,436,Takeaway,Online,Card,Completed,32.0,0.0,0.0,32.0,19.0
1670,2025-03-28 12:40:00,2025-03-28,107,Dine-in,Main Hall,Online,Completed,9.5,0.0,0.0,9.5,6.3
1671,2025-03-28 14:35:00,2025-03-28,44,Takeaway,Online,Card,Completed,24.0,0.0,0.0,24.0,16.2
1672,2025-03-28 11:50:00,2025-03-28,235,Dine-in,Bar,Card,Completed,41.5,4.15,0.0,37.35,22.75
1673,2025-03-28 18:15:00,2025-03-28,351,Delivery,Online,Card,Completed,32.5,0.0,2.5,35.0,19.9
1674,2025-03-28 19:40:00,2025-03-28,268,Takeaway,Online,Card,Completed,20.0,0.0,0.0,20.0,13.0
1675,2025-03-28 14:40:00,2025-03-28,442,Takeaway,Online,Cash,Completed,35.5,0.0,0.0,35.5,22.0
1676,2025-03-28 20:55:00,2025-03-28,6,Delivery,Online,Cash,Completed,20.5,0.0,3.5,24.0,16.8
1677,2025-03-28 13:50:00,2025-03-28,298,Dine-in,Main Hall,Card,Completed,62.5,3.12,0.0,59.38,30.98
1678,2025-03-28 21:30:00,2025-03-28,375,Delivery,Online,Card,Completed,19.1,0.0,2.5,21.6,15.8
1679,2025-03-28 15:50:00,2025-03-28,27,Delivery,Online,Online,Completed,27.8,0.0,2.5,30.3,21.3
1680,2025-03-28 13:40:00,2025-03-28,354,Delivery,Online,Card,Completed,20.5,0.0,0.0,20.5,13.5
1681,2025-03-29 09:55:00,2025-03-29,439,Delivery,Online,Card,Completed,28.0,0.0,0.0,28.0,18.0
1682,2025-03-29 13:45:00,2025-03-29,253,Delivery,Online,Card,Completed,65.0,3.25,3.0,64.75,38.55
1683,2025-03-29 21:35:00,2025-03-29,343,Dine-in,Main Hall,Card,Completed,12.0,0.0,0.0,12.0,7.5
1684,2025-03-29 21:55:00,2025-03-29,24,Delivery,Online,Card,Completed,61.5,3.08,0.0,58.42,35.32
1685,2025-03-29 19:25:00,2025-03-29,253,Takeaway,Online,Online,Completed,17.5,0.0,0.0,17.5,11.5
1686,2025-03-29 20:40:00,2025-03-29,143,Dine-in,Bar,Card,Completed,22.0,0.0,0.0,22.0,12.3
1687,2025-03-29 18:55:00,2025-03-29,322,Delivery,Online,Card,Completed,9.5,0.0,3.0,12.5,8.9
1688,2025-03-29 21:20:00,2025-03-29,50,Delivery,Online,Card,Completed,28.0,0.0,3.5,31.5,22.3
1689,2025-03-29 15:50:00,2025-03-29,87,Dine-in,Main Hall,Online,Completed,15.0,0.0,0.0,15.0,10.0
1690,2025-03-29 12:10:00,2025-03-29,17,Dine-in,Bar,Cash,Completed,8.5,0.0,0.0,8.5,5.6
1691,2025-03-29 17:30:00,2025-03-29,143,Takeaway,Online,Card,Completed,48.5,2.43,0.0,46.07,25.27
1692,2025-03-29 09:20:00,2025-03-29,270,Takeaway,Online,Online,Completed,20.0,0.0,0.0,20.0,13.1
1693,2025-03-29 18:10:00,2025-03-29,354,Delivery,Online,Card,Completed,25.0,0.0,3.5,28.5,19.5
1694,2025-03-29 12:20:00,2025-03-29,453,Takeaway,Online,Card,Completed,50.5,5.05,0.0,45.45,23.65
1695,2025-03-29 08:35:00,2025-03-29,71,Takeaway,Online,Card,Completed,39.5,0.0,0.0,39.5,22.5
1696,2025-03-29 19:10:00,2025-03-29,168,Takeaway,Online,Online,Cancelled,0.0,0.0,0.0,0.0,0.0
1697,2025-03-29 09:25:00,2025-03-29,375,Takeaway,Online,Online,Completed,32.0,0.0,0.0,32.0,20.8
1698,2025-03-29 18:50:00,2025-03-29,385,Delivery,Online,Cash,Completed,15.5,0.0,0.0,15.5,9.7
1699,2025-03-29 18:50:00,2025-03-29,112,Delivery,Online,Online,Completed,40.5,2.02,3.0,41.48,25.48
1700,2025-03-29 13:45:00,2025-03-29,186,Dine-in,Bar,Card,Completed,11.0,0.0,0.0,11.0,7.4
1701,2025-03-29 14:55:00,2025-03-29,377,Dine-in,Terrace,Online,Completed,27.0,0.0,0.0,27.0,15.4
1702,2025-03-29 17:10:00,2025-03-29,45,Dine-in,Bar,Card,Completed,52.0,5.2,0.0,46.8,24.8
1703,2025-03-29 10:40:00,2025-03-29,112,Delivery,Online,Card,Completed,30.0,0.0,0.0,30.0,18.8
1704,2025-03-29 12:40:00,2025-03-29,386,Dine-in,Bar,Card,Completed,67.5,6.75,0.0,60.75,32.95
1705,2025-03-29 14:25:00,2025-03-29,7,Delivery,Online,Card,Completed,28.5,0.0,3.5,32.0,21.9
1706,2025-03-29 12:15:00,2025-03-29,338,Dine-in,Bar,Online,Completed,9.5,0.0,0.0,9.5,6.3
1707,2025-03-29 14:25:00,2025-03-29,181,Takeaway,Online,Cash,Completed,50.5,2.53,0.0,47.97,25.97
1708,2025-03-29 13:45:00,2025-03-29,123,Dine-in,Bar,Online,Completed,13.5,0.0,0.0,13.5,9.2
1709,2025-03-29 16:40:00,2025-03-29,239,Delivery,Online,Cash,Completed,51.5,2.58,2.5,51.42,30.92
1710,2025-03-29 20:50:00,2025-03-29,415,Dine-in,Main Hall,Card,Completed,27.0,0.0,0.0,27.0,16.8
1711,2025-03-29 11:25:00,2025-03-29,456,Dine-in,Terrace,Card,Completed,32.0,0.0,0.0,32.0,19.2
1712,2025-03-29 13:50:00,2025-03-29,462,Dine-in,Bar,Card,Completed,41.5,4.15,0.0,37.35,23.25
1713,2025-03-29 21:15:00,2025-03-29,376,Takeaway,Online,Card,Completed,2.8,0.0,0.0,2.8,2.2
1714,2025-03-29 21:50:00,2025-03-29,399,Dine-in,Terrace,Card,Completed,46.5,2.33,0.0,44.17,27.57
1715,2025-03-29 14:05:00,2025-03-29,491,Dine-in,Terrace,Card,Completed,47.5,2.38,0.0,45.12,29.32
1716,2025-03-30 13:55:00,2025-03-30,484,Takeaway,Online,Card,Completed,17.0,0.0,0.0,17.0,10.5
1717,2025-03-30 13:40:00,2025-03-30,414,Dine-in,Terrace,Card,Completed,21.0,0.0,0.0,21.0,12.9
1718,2025-03-30 17:40:00,2025-03-30,401,Delivery,Online,Cash,Completed,5.5,0.0,0.0,5.5,3.7
1719,2025-03-30 15:00:00,2025-03-30,305,Dine-in,Terrace,Card,Completed,9.0,0.0,0.0,9.0,6.3
1720,2025-03-30 21:15:00,2025-03-30,93,Takeaway,Online,Card,Completed,16.5,0.0,0.0,16.5,10.6
1721,2025-03-30 13:05:00,2025-03-30,109,Takeaway,Online,Card,Completed,46.0,2.3,0.0,43.7,26.4
1722,2025-03-30 21:10:00,2025-03-30,490,Dine-in,Bar,Cash,Completed,21.0,0.0,0.0,21.0,10.5
1723,2025-03-30 18:50:00,2025-03-30,416,Dine-in,Main Hall,Card,Completed,25.5,0.0,0.0,25.5,16.1
1724,2025-03-30 12:50:00,2025-03-30,97,Dine-in,Main Hall,Card,Completed,50.0,2.5,0.0,47.5,29.7
1725,2025-03-30 20:30:00,2025-03-30,76,Delivery,Online,Online,Completed,48.5,2.43,3.0,49.07,32.67
1726,2025-03-30 20:15:00,2025-03-30,24,Delivery,Online,Cash,Completed,52.5,5.25,0.0,47.25,23.05
1727,2025-03-30 18:55:00,2025-03-30,162,Dine-in,Bar,Online,Completed,39.5,0.0,0.0,39.5,25.6
1728,2025-03-30 20:50:00,2025-03-30,163,Dine-in,Main Hall,Card,Completed,10.5,0.0,0.0,10.5,6.7
1729,2025-03-30 19:10:00,2025-03-30,120,Delivery,Online,Online,Completed,5.5,0.0,3.5,9.0,7.1
1730,2025-03-30 09:55:00,2025-03-30,151,Delivery,Online,Card,Completed,23.5,0.0,3.0,26.5,18.2
1731,2025-03-30 14:05:00,2025-03-30,330,Takeaway,Online,Online,Completed,31.5,0.0,0.0,31.5,21.0
1732,2025-03-30 10:10:00,2025-03-30,257,Takeaway,Online,Card,Completed,16.5,0.0,0.0,16.5,8.7
1733,2025-03-30 20:40:00,2025-03-30,148,Dine-in,Main Hall,Card,Completed,33.5,0.0,0.0,33.5,22.0
1734,2025-03-30 18:15:00,2025-03-30,50,Dine-in,Terrace,Online,Completed,64.0,3.2,0.0,60.8,36.8
1735,2025-03-30 14:35:00,2025-03-30,325,Dine-in,Bar,Online,Completed,35.0,0.0,0.0,35.0,22.6
1736,2025-03-30 14:25:00,2025-03-30,471,Takeaway,Online,Card,Completed,28.5,0.0,0.0,28.5,16.2
1737,2025-03-30 08:50:00,2025-03-30,57,Delivery,Online,Card,Completed,42.8,2.14,3.5,44.16,29.26
1738,2025-03-30 11:00:00,2025-03-30,458,Dine-in,Bar,Card,Completed,8.5,0.0,0.0,8.5,5.6
1739,2025-03-30 19:05:00,2025-03-30,103,Takeaway,Online,Card,Completed,11.0,0.0,0.0,11.0,7.4
1740,2025-03-30 20:45:00,2025-03-30,223,Dine-in,Main Hall,Card,Completed,11.0,0.0,0.0,11.0,6.8
1741,2025-03-30 19:05:00,2025-03-30,111,Takeaway,Online,Cash,Completed,28.5,0.0,0.0,28.5,18.5
1742,2025-03-30 14:40:00,2025-03-30,418,Takeaway,Online,Online,Completed,2.5,0.0,0.0,2.5,1.8
1743,2025-03-30 11:50:00,2025-03-30,392,Delivery,Online,Card,Completed,21.0,0.0,0.0,21.0,10.5
1744,2025-03-31 13:05:00,2025-03-31,94,Delivery,Online,Online,Completed,33.5,0.0,3.5,37.0,26.6
1745,2025-03-31 13:35:00,2025-03-31,470,Delivery,Online,Online,Completed,52.0,2.6,2.5,51.9,33.0
1746,2025-03-31 14:50:00,2025-03-31,58,Dine-in,Main Hall,Online,Completed,16.0,0.0,0.0,16.0,10.4
1747,2025-03-31 16:40:00,2025-03-31,79,Delivery,Online,Card,Completed,34.3,0.0,0.0,34.3,22.2
1748,2025-03-31 12:55:00,2025-03-31,331,Dine-in,Terrace,Card,Completed,10.1,0.0,0.0,10.1,7.6
1749,2025-03-31 20:40:00,2025-03-31,484,Delivery,Online,Card,Completed,78.0,3.9,0.0,74.1,39.9
1750,2025-03-31 13:50:00,2025-03-31,233,Delivery,Online,Online,Completed,20.0,0.0,0.0,20.0,13.0
1751,2025-03-31 12:50:00,2025-03-31,248,Dine-in,Bar,Card,Completed,48.8,2.44,0.0,46.36,28.66
1752,2025-03-31 19:00:00,2025-03-31,316,Delivery,Online,Card,Completed,17.0,0.0,0.0,17.0,11.4
1753,2025-03-31 18:40:00,2025-03-31,252,Delivery,Online,Online,Completed,36.3,0.0,0.0,36.3,23.4
1754,2025-03-31 12:00:00,2025-03-31,404,Delivery,Online,Card,Completed,50.5,5.05,3.5,48.95,27.85
1755,2025-03-31 08:45:00,2025-03-31,174,Dine-in,Terrace,Card,Completed,26.5,0.0,0.0,26.5,14.8
1756,2025-03-31 18:05:00,2025-03-31,66,Dine-in,Terrace,Online,Completed,24.5,0.0,0.0,24.5,15.2
1757,2025-03-31 12:55:00,2025-03-31,177,Delivery,Online,Card,Completed,38.6,0.0,0.0,38.6,21.8
1758,2025-03-31 21:25:00,2025-03-31,404,Delivery,Online,Online,Completed,17.0,0.0,0.0,17.0,11.3
1759,2025-03-31 12:50:00,2025-03-31,329,Dine-in,Bar,Card,Completed,10.0,0.0,0.0,10.0,6.9
1760,2025-03-31 12:10:00,2025-03-31,111,Takeaway,Online,Online,Completed,4.5,0.0,0.0,4.5,3.2
1761,2025-03-31 12:20:00,2025-03-31,479,Takeaway,Online,Cash,Completed,35.5,0.0,0.0,35.5,23.5
1762,2025-04-01 12:10:00,2025-04-01,452,Takeaway,Online,Card,Completed,30.5,0.0,0.0,30.5,18.9
1763,2025-04-01 19:45:00,2025-04-01,465,Delivery,Online,Cash,Completed,17.0,0.0,0.0,17.0,10.6
1764,2025-04-01 20:40:00,2025-04-01,310,Dine-in,Terrace,Online,Completed,2.5,0.0,0.0,2.5,1.8
1765,2025-04-01 19:05:00,2025-04-01,213,Dine-in,Terrace,Card,Completed,25.0,0.0,0.0,25.0,16.0
1766,2025-04-01 19:20:00,2025-04-01,256,Dine-in,Main Hall,Card,Completed,46.5,2.33,0.0,44.17,25.57
1767,2025-04-01 12:45:00,2025-04-01,30,Dine-in,Terrace,Online,Completed,25.0,0.0,0.0,25.0,17.0
1768,2025-04-01 21:25:00,2025-04-01,346,Dine-in,Main Hall,Online,Completed,11.0,0.0,0.0,11.0,6.8
1769,2025-04-01 19:15:00,2025-04-01,320,Dine-in,Main Hall,Card,Completed,40.1,2.01,0.0,38.09,24.19
1770,2025-04-01 13:05:00,2025-04-01,110,Delivery,Online,Online,Completed,13.5,0.0,0.0,13.5,8.4
1771,2025-04-01 21:25:00,2025-04-01,67,Dine-in,Terrace,Card,Completed,21.0,0.0,0.0,21.0,13.7
1772,2025-04-01 15:45:00,2025-04-01,286,Dine-in,Bar,Online,Completed,2.5,0.0,0.0,2.5,1.8
1773,2025-04-01 13:45:00,2025-04-01,52,Dine-in,Main Hall,Online,Completed,34.5,0.0,0.0,34.5,21.9
1774,2025-04-01 18:25:00,2025-04-01,354,Dine-in,Terrace,Online,Completed,22.5,0.0,0.0,22.5,15.0
1775,2025-04-01 21:10:00,2025-04-01,332,Dine-in,Main Hall,Online,Completed,25.5,0.0,0.0,25.5,13.7
1776,2025-04-01 13:15:00,2025-04-01,143,Takeaway,Online,Card,Completed,2.8,0.0,0.0,2.8,2.2
1777,2025-04-01 19:50:00,2025-04-01,294,Dine-in,Terrace,Card,Completed,54.0,2.7,0.0,51.3,33.3
