order_item_id,order_id,menu_item_id,item_name,category,quantity,unit_price_eur,unit_cost_eur,line_revenue_eur,line_cost_eur,line_profit_eur
1563,577,4,Spaghetti Bolognese,Pasta,1,12.0,4.5,12.0,4.5,7.5
1564,577,5,Penne Alfredo,Pasta,1,11.0,4.2,11.0,4.2,6.8
1565,578,5,Penne Alfredo,Pasta,1,11.0,4.2,11.0,4.2,6.8
1566,578,7,Caesar Salad,Salad,1,8.5,2.9,8.5,2.9,5.6
1567,578,20,Lemonade,Drinks,1,3.0,0.9,3.0,0.9,2.1
1568,579,3,Veggie Pizza,Pizza,2,10.5,3.8,21.0,7.6,13.4
1569,579,19,Coke,Drinks,1,2.5,0.7,2.5,0.7,1.8
1570,580,13,Grilled Salmon,Main,1,16.5,7.8,16.5,7.8,8.7
1571,580,14,Steak Plate,Main,1,21.0,10.5,21.0,10.5,10.5
1572,581,12,Garlic Bread,Sides,2,4.5,1.3,9.0,2.6,6.4
1573,582,2,Pepperoni Pizza,Pizza,1,11.5,4.0,11.5,4.0,7.5
1574,582,10,Beef Burger,Burger,2,11.5,4.6,23.0,9.2,13.8
1575,583,13,Grilled Salmon,Main,1,16.5,7.8,16.5,7.8,8.7
1576,583,5,Penne Alfredo,Pasta,1,11.0,4.2,11.0,4.2,6.8
1577,583,6,Lasagna,Pasta,1,13.5,5.1,13.5,5.1,8.4
1578,583,1,Margherita Pizza,Pizza,1,9.5,3.2,9.5,3.2,6.3
1579,584,1,Margherita Pizza,Pizza,1,9.5,3.2,9.5,3.2,6.3
1580,584,14,Steak Plate,Main,1,21.0,10.5,21.0,10.5,10.5
1581,584,4,Spaghetti Bolognese,Pasta,1,12.0,4.5,12.0,4.5,7.5
1582,584,12,Garlic Bread,Sides,1,4.5,1.3,4.5,1.3,3.2
1583,585,9,Chicken Burger,Burger,1,10.0,3.9,10.0,3.9,6.1
1584,585,10,Beef Burger,Burger,2,11.5,4.6,23.0,9.2,13.8
1585,586,13,Grilled Salmon,Main,1,16.5,7.8,16.5,7.8,8.7
1586,586,20,Lemonade,Drinks,2,3.0,0.9,6.0,1.8,4.2
1587,586,10,Beef Burger,Burger,1,11.5,4.6,11.5,4.6,6.9
1588,587,2,Pepperoni Pizza,Pizza,1,11.5,4.0,11.5,4.0,7.5
1589,587,11,Fries,Sides,1,4.0,1.1,4.0,1.1,2.9
1590,588,21,Coffee,Drinks,1,2.8,0.6,2.8,0.6,2.2
1591,588,20,Lemonade,Drinks,1,3.0,0.9,3.0,0.9,2.1
1592,588,21,Coffee,Drinks,1,2.8,0.6,2.8,0.6,2.2
1593,588,4,Spaghetti Bolognese,Pasta,1,12.0,4.5,12.0,4.5,7.5
1594,589,13,Grilled Salmon,Main,1,16.5,7.8,16.5,7.8,8.7
1595,589,16,Tiramisu,Dessert,1,5.5,1.9,5.5,1.9,3.6
1596,589,13,Grilled Salmon,Main,1,16.5,7.8,16.5,7.8,8.7
1597,589,22,Beer,Drinks,1,4.5,1.4,4.5,1.4,3.1
1598,590,3,Veggie Pizza,Pizza,2,10.5,3.8,21.0,7.6,13.4
1599,590,20,Lemonade,Drinks,1,3.0,0.9,3.0,0.9,2.1
1600,590,10,Beef Burger,Burger,1,11.5,4.6,11.5,4.6,6.9
1601,591,10,Beef Burger,Burger,1,11.5,4.6,11.5,4.6,6.9
1602,591,2,Pepperoni Pizza,Pizza,1,11.5,4.0,11.5,4.0,7.5
1603,592,9,Chicken Burger,Burger,1,10.0,3.9,10.0,3.9,6.1
1604,592,20,Lemonade,Drinks,2,3.0,0.9,6.0,1.8,4.2
1605,592,21,Coffee,Drinks,1,2.8,0.6,2.8,0.6,2.2
1606,592,19,Coke,Drinks,1,2.5,0.7,2.5,0.7,1.8
1607,593,16,Tiramisu,Dessert,1,5.5,1.9,5.5,1.9,3.6
1608,594,22,Beer,Drinks,2,4.5,1.4,9.0,2.8,6.2
1609,594,8,Greek Salad,Salad,1,9.0,3.1,9.0,3.1,5.9
1610,594,1,Margherita Pizza,Pizza,1,9.5,3.2,9.5,3.2,6.3
1611,595,2,Pepperoni Pizza,Pizza,1,11.5,4.0,11.5,4.0,7.5
1612,596,1,Margherita Pizza,Pizza,1,9.5,3.2,9.5,3.2,6.3
1613,596,10,Beef Burger,Burger,1,11.5,4.6,11.5,4.6,6.9
1614,597,7,Caesar Salad,Salad,1,8.5,2.9,8.5,2.9,5.6
1615,597,12,Garlic Bread,Sides,2,4.5,1.3,9.0,2.6,6.4
1616,597,9,Chicken Burger,Burger,1,10.0,3.9,10.0,3.9,6.1
1617,598,14,Steak Plate,Main,2,21.0,10.5,42.0,21.0,21.0
1618,598,4,Spaghetti Bolognese,Pasta,1,12.0,4.5,12.0,4.5,7.5
1619,598,4,Spaghetti Bolognese,Pasta,1,12.0,4.5,12.0,4.5,7.5
1620,598,21,Coffee,Drinks,2,2.8,0.6,5.6,1.2,4.4
1621,599,18,Cheesecake,Dessert,1,5.5,1.8,5.5,1.8,3.7
1622,600,10,Beef Burger,Burger,2,11.5,4.6,23.0,9.2,13.8
1623,600,9,Chicken Burger,Burger,2,10.0,3.9,20.0,7.8,12.2
1624,600,2,Pepperoni Pizza,Pizza,1,11.5,4.0,11.5,4.0,7.5
1625,601,16,Tiramisu,Dessert,1,5.5,1.9,5.5,1.9,3.6
1626,601,13,Grilled Salmon,Main,1,16.5,7.8,16.5,7.8,8.7
1627,602,17,Chocolate Cake,Dessert,1,5.0,1.7,5.0,1.7,3.3
1628,602,15,Chicken Wrap,Main,1,9.5,3.6,9.5,3.6,5.9
1629,602,9,Chicken Burger,Burger,1,10.0,3.9,10.0,3.9,6.1
1630,603,2,Pepperoni Pizza,Pizza,1,11.5,4.0,11.5,4.0,7.5
1631,603,5,Penne Alfredo,Pasta,2,11.0,4.2,22.0,8.4,13.6
1632,603,1,Margherita Pizza,Pizza,1,9.5,3.2,9.5,3.2,6.3
1633,603,4,Spaghetti Bolognese,Pasta,2,12.0,4.5,24.0,9.0,15.0
1634,604,2,Pepperoni Pizza,Pizza,2,11.5,4.0,23.0,8.0,15.0
1635,604,10,Beef Burger,Burger,1,11.5,4.6,11.5,4.6,6.9
1636,604,16,Tiramisu,Dessert,2,5.5,1.9,11.0,3.8,7.2
1637,604,12,Garlic Bread,Sides,1,4.5,1.3,4.5,1.3,3.2
1638,605,20,Lemonade,Drinks,1,3.0,0.9,3.0,0.9,2.1
1639,606,19,Coke,Drinks,1,2.5,0.7,2.5,0.7,1.8
1640,606,10,Beef Burger,Burger,1,11.5,4.6,11.5,4.6,6.9
1641,606,4,Spaghetti Bolognese,Pasta,2,12.0,4.5,24.0,9.0,15.0
1642,606,6,Lasagna,Pasta,2,13.5,5.1,27.0,10.2,16.8
1643,607,11,Fries,Sides,1,4.0,1.1,4.0,1.1,2.9
1644,607,7,Caesar Salad,Salad,1,8.5,2.9,8.5,2.9,5.6
1645,607,22,Beer,Drinks,1,4.5,1.4,4.5,1.4,3.1
1646,607,19,Coke,Drinks,1,2.5,0.7,2.5,0.7,1.8
1647,607,10,Beef Burger,Burger,1,11.5,4.6,11.5,4.6,6.9
1648,608,2,Pepperoni Pizza,Pizza,1,11.5,4.0,11.5,4.0,7.5
1649,608,8,Greek Salad,Salad,1,9.0,3.1,9.0,3.1,5.9
1650,609,10,Beef Burger,Burger,2,11.5,4.6,23.0,9.2,13.8
1651,609,15,Chicken Wrap,Main,1,9.5,3.6,9.5,3.6,5.9
1652,609,11,Fries,Sides,2,4.0,1.1,8.0,2.2,5.8
1653,610,2,Pepperoni Pizza,Pizza,2,11.5,4.0,23.0,8.0,15.0
1654,610,17,Chocolate Cake,Dessert,2,5.0,1.7,10.0,3.4,6.6
1655,611,8,Greek Salad,Salad,1,9.0,3.1,9.0,3.1,5.9
1656,611,3,Veggie Pizza,Pizza,1,10.5,3.8,10.5,3.8,6.7
1657,611,3,Veggie Pizza,Pizza,2,10.5,3.8,21.0,7.6,13.4
1658,611,12,Garlic Bread,Sides,2,4.5,1.3,9.0,2.6,6.4
1659,612,14,Steak Plate,Main,1,21.0,10.5,21.0,10.5,10.5
1660,612,11,Fries,Sides,2,4.0,1.1,8.0,2.2,5.8
1661,612,20,Lemonade,Drinks,1,3.0,0.9,3.0,0.9,2.1
1662,613,4,Spaghetti Bolognese,Pasta,1,12.0,4.5,12.0,4.5,7.5
1663,613,11,Fries,Sides,1,4.0,1.1,4.0,1.1,2.9
1664,613,13,Grilled Salmon,Main,1,16.5,7.8,16.5,7.8,8.7
1665,613,9,Chicken Burger,Burger,2,10.0,3.9,20.0,7.8,12.2
1666,614,21,Coffee,Drinks,1,2.8,0.6,2.8,0.6,2.2
1667,614,2,Pepperoni Pizza,Pizza,1,11.5,4.0,11.5,4.0,7.5
1668,615,13,Grilled Salmon,Main,1,16.5,7.8,16.5,7.8,8.7
1669,615,15,Chicken Wrap,Main,2,9.5,3.6,19.0,7.2,11.8
1670,616,14,Steak Plate,Main,1,21.0,10.5,21.0,10.5,10.5
1671,616,16,Tiramisu,Dessert,2,5.5,1.9,11.0,3.8,7.2
1672,616,21,Coffee,Drinks,1,2.8,0.6,2.8,0.6,2.2
1673,616,17,Chocolate Cake,Dessert,1,5.0,1.7,5.0,1.7,3.3
1674,617,1,Margherita Pizza,Pizza,1,9.5,3.2,9.5,3.2,6.3
1675,617,13,Grilled Salmon,Main,1,16.5,7.8,16.5,7.8,8.7
1676,617,15,Chicken Wrap,Main,1,9.5,3.6,9.5,3.6,5.9
1677,618,20,Lemonade,Drinks,1,3.0,0.9,3.0,0.9,2.1
1678,618,22,Beer,Drinks,1,4.5,1.4,4.5,1.4,3.1
1679,619,5,Penne Alfredo,Pasta,1,11.0,4.2,11.0,4.2,6.8
1680,619,8,Greek Salad,Salad,2,9.0,3.1,18.0,6.2,11.8
1681,619,16,Tiramisu,Dessert,1,5.5,1.9,5.5,1.9,3.6
1682,619,22,Beer,Drinks,1,4.5,1.4,4.5,1.4,3.1
1683,620,7,Caesar Salad,Salad,1,8.5,2.9,8.5,2.9,5.6
1684,620,15,Chicken Wrap,Main,1,9.5,3.6,9.5,3.6,5.9
1685,620,1,Margherita Pizza,Pizza,2,9.5,3.2,19.0,6.4,12.6
1686,621,12,Garlic Bread,Sides,1,4.5,1.3,4.5,1.3,3.2
1687,621,20,Lemonade,Drinks,1,3.0,0.9,3.0,0.9,2.1
1688,621,5,Penne Alfredo,Pasta,1,11.0,4.2,11.0,4.2,6.8
1689,621,3,Veggie Pizza,Pizza,1,10.5,3.8,10.5,3.8,6.7
1690,622,20,Lemonade,Drinks,1,3.0,0.9,3.0,0.9,2.1
1691,622,17,Chocolate Cake,Dessert,2,5.0,1.7,10.0,3.4,6.6
1692,623,12,Garlic Bread,Sides,3,4.5,1.3,13.5,3.9,9.6
1693,624,13,Grilled Salmon,Main,2,16.5,7.8,33.0,15.6,17.4
1694,624,12,Garlic Bread,Sides,1,4.5,1.3,4.5,1.3,3.2
1695,624,11,Fries,Sides,1,4.0,1.1,4.0,1.1,2.9
1696,625,3,Veggie Pizza,Pizza,1,10.5,3.8,10.5,3.8,6.7
1697,625,20,Lemonade,Drinks,1,3.0,0.9,3.0,0.9,2.1
1698,625,17,Chocolate Cake,Dessert,2,5.0,1.7,10.0,3.4,6.6
1699,625,14,Steak Plate,Main,1,21.0,10.5,21.0,10.5,10.5
1700,625,1,Margherita Pizza,Pizza,1,9.5,3.2,9.5,3.2,6.3
1701,626,16,Tiramisu,Dessert,1,5.5,1.9,5.5,1.9,3.6
1702,626,15,Chicken Wrap,Main,1,9.5,3.6,9.5,3.6,5.9
1703,626,15,Chicken Wrap,Main,1,9.5,3.6,9.5,3.6,5.9
1704,626,12,Garlic Bread,Sides,1,4.5,1.3,4.5,1.3,3.2
1705,627,4,Spaghetti Bolognese,Pasta,1,12.0,4.5,12.0,4.5,7.5
1706,627,14,Steak Plate,Main,1,21.0,10.5,21.0,10.5,10.5
1707,628,7,Caesar Salad,Salad,1,8.5,2.9,8.5,2.9,5.6
1708,628,20,Lemonade,Drinks,1,3.0,0.9,3.0,0.9,2.1
1709,628,15,Chicken Wrap,Main,1,9.5,3.6,9.5,3.6,5.9
1710,629,20,Lemonade,Drinks,2,3.0,0.9,6.0,1.8,4.2
1711,630,18,Cheesecake,Dessert,2,5.5,1.8,11.0,3.6,7.4
1712,630,15,Chicken Wrap,Main,1,9.5,3.6,9.5,3.6,5.9
1713,630,6,Lasagna,Pasta,1,13.5,5.1,13.5,5.1,8.4
1714,630,7,Caesar Salad,Salad,2,8.5,2.9,17.0,5.8,11.2
1715,631,7,Caesar Salad,Salad,1,8.5,2.9,8.5,2.9,5.6
1716,631,5,Penne Alfredo,Pasta,1,11.0,4.2,11.0,4.2,6.8
1717,631,3,Veggie Pizza,Pizza,1,10.5,3.8,10.5,3.8,6.7
1718,632,13,Grilled Salmon,Main,2,16.5,7.8,33.0,15.6,17.4
1719,632,8,Greek Salad,Salad,1,9.0,3.1,9.0,3.1,5.9
1720,632,12,Garlic Bread,Sides,1,4.5,1.3,4.5,1.3,3.2
1721,633,8,Greek Salad,Salad,1,9.0,3.1,9.0,3.1,5.9
1722,633,6,Lasagna,Pasta,2,13.5,5.1,27.0,10.2,16.8
1723,634,13,Grilled Salmon,Main,1,16.5,7.8,16.5,7.8,8.7
1724,634,3,Veggie Pizza,Pizza,2,10.5,3.8,21.0,7.6,13.4
1725,634,3,Veggie Pizza,Pizza,1,10.5,3.8,10.5,3.8,6.7
1726,635,22,Beer,Drinks,1,4.5,1.4,4.5,1.4,3.1
1727,635,2,Pepperoni Pizza,Pizza,1,11.5,4.0,11.5,4.0,7.5
1728,635,15,Chicken Wrap,Main,1,9.5,3.6,9.5,3.6,5.9
1729,635,14,Steak Plate,Main,1,21.0,10.5,21.0,10.5,10.5
1730,635,19,Coke,Drinks,1,2.5,0.7,2.5,0.7,1.8
1731,636,14,Steak Plate,Main,1,21.0,10.5,21.0,10.5,10.5
1732,637,19,Coke,Drinks,1,2.5,0.7,2.5,0.7,1.8
1733,637,13,Grilled Salmon,Main,1,16.5,7.8,16.5,7.8,8.7
1734,637,14,Steak Plate,Main,1,21.0,10.5,21.0,10.5,10.5
1735,637,18,Cheesecake,Dessert,1,5.5,1.8,5.5,1.8,3.7
1736,638,6,Lasagna,Pasta,1,13.5,5.1,13.5,5.1,8.4
1737,639,3,Veggie Pizza,Pizza,2,10.5,3.8,21.0,7.6,13.4
1738,639,4,Spaghetti Bolognese,Pasta,2,12.0,4.5,24.0,9.0,15.0
1739,639,9,Chicken Burger,Burger,2,10.0,3.9,20.0,7.8,12.2
1740,639,5,Penne Alfredo,Pasta,1,11.0,4.2,11.0,4.2,6.8
1741,640,19,Coke,Drinks,2,2.5,0.7,5.0,1.4,3.6
1742,640,20,Lemonade,Drinks,1,3.0,0.9,3.0,0.9,2.1
1743,641,11,Fries,Sides,1,4.0,1.1,4.0,1.1,2.9
1744,641,5,Penne Alfredo,Pasta,1,11.0,4.2,11.0,4.2,6.8
1745,641,17,Chocolate Cake,Dessert,3,5.0,1.7,15.0,5.1,9.9
1746,641,20,Lemonade,Drinks,1,3.0,0.9,3.0,0.9,2.1
1747,642,4,Spaghetti Bolognese,Pasta,1,12.0,4.5,0.0,4.5,0.0
1748,642,17,Chocolate Cake,Dessert,1,5.0,1.7,0.0,1.7,0.0
1749,642,14,Steak Plate,Main,2,21.0,10.5,0.0,21.0,0.0
1750,642,18,Cheesecake,Dessert,1,5.5,1.8,0.0,1.8,0.0
1751,643,14,Steak Plate,Main,1,21.0,10.5,21.0,10.5,10.5
1752,643,16,Tiramisu,Dessert,1,5.5,1.9,5.5,1.9,3.6
1753,644,4,Spaghetti Bolognese,Pasta,2,12.0,4.5,24.0,9.0,15.0
1754,645,17,Chocolate Cake,Dessert,3,5.0,1.7,15.0,5.1,9.9
1755,645,4,Spaghetti Bolognese,Pasta,3,12.0,4.5,36.0,13.5,22.5
1756,646,22,Beer,Drinks,1,4.5,1.4,4.5,1.4,3.1
1757,646,5,Penne Alfredo,Pasta,1,11.0,4.2,11.0,4.2,6.8
1758,646,15,Chicken Wrap,Main,2,9.5,3.6,19.0,7.2,11.8
1759,646,18,Cheesecake,Dessert,1,5.5,1.8,5.5,1.8,3.7
1760,647,21,Coffee,Drinks,1,2.8,0.6,2.8,0.6,2.2
1761,647,13,Grilled Salmon,Main,1,16.5,7.8,16.5,7.8,8.7
1762,647,1,Margherita Pizza,Pizza,1,9.5,3.2,9.5,3.2,6.3
1763,647,1,Margherita Pizza,Pizza,1,9.5,3.2,9.5,3.2,6.3
1764,648,17,Chocolate Cake,Dessert,2,5.0,1.7,10.0,3.4,6.6
1765,648,15,Chicken Wrap,Main,1,9.5,3.6,9.5,3.6,5.9
1766,648,1,Margherita Pizza,Pizza,1,9.5,3.2,9.5,3.2,6.3
1767,648,12,Garlic Bread,Sides,1,4.5,1.3,4.5,1.3,3.2
1768,648,5,Penne Alfredo,Pasta,1,11.0,4.2,11.0,4.2,6.8
1769,649,4,Spaghetti Bolognese,Pasta,1,12.0,4.5,12.0,4.5,7.5
1770,649,17,Chocolate Cake,Dessert,1,5.0,1.7,5.0,1.7,3.3
1771,650,14,Steak Plate,Main,1,21.0,10.5,21.0,10.5,10.5
1772,651,22,Beer,Drinks,1,4.5,1.4,4.5,1.4,3.1
1773,651,16,Tiramisu,Dessert,1,5.5,1.9,5.5,1.9,3.6
1774,651,2,Pepperoni Pizza,Pizza,1,11.5,4.0,11.5,4.0,7.5
1775,651,1,Margherita Pizza,Pizza,1,9.5,3.2,9.5,3.2,6.3
1776,651,9,Chicken Burger,Burger,1,10.0,3.9,10.0,3.9,6.1
1777,652,9,Chicken Burger,Burger,1,10.0,3.9,10.0,3.9,6.1
1778,652,13,Grilled Salmon,Main,1,16.5,7.8,16.5,7.8,8.7
1779,652,3,Veggie Pizza,Pizza,1,10.5,3.8,10.5,3.8,6.7
1780,653,20,Lemonade,Drinks,1,3.0,0.9,0.0,0.9,0.0
1781,654,6,Lasagna,Pasta,1,13.5,5.1,13.5,5.1,8.4
1782,655,16,Tiramisu,Dessert,1,5.5,1.9,5.5,1.9,3.6
1783,656,5,Penne Alfredo,Pasta,1,11.0,4.2,11.0,4.2,6.8
1784,656,2,Pepperoni Pizza,Pizza,1,11.5,4.0,11.5,4.0,7.5
1785,656,17,Chocolate Cake,Dessert,2,5.0,1.7,10.0,3.4,6.6
1786,657,10,Beef Burger,Burger,1,11.5,4.6,11.5,4.6,6.9
1787,658,9,Chicken Burger,Burger,1,10.0,3.9,10.0,3.9,6.1
1788,658,19,Coke,Drinks,2,2.5,0.7,5.0,1.4,3.6
1789,658,13,Grilled Salmon,Main,2,16.5,7.8,33.0,15.6,17.4
1790,659,7,Caesar Salad,Salad,2,8.5,2.9,0.0,5.8,0.0
1791,659,16,Tiramisu,Dessert,1,5.5,1.9,0.0,1.9,0.0
1792,660,11,Fries,Sides,1,4.0,1.1,4.0,1.1,2.9
1793,661,4,Spaghetti Bolognese,Pasta,1,12.0,4.5,12.0,4.5,7.5
1794,661,3,Veggie Pizza,Pizza,1,10.5,3.8,10.5,3.8,6.7
1795,661,17,Chocolate Cake,Dessert,1,5.0,1.7,5.0,1.7,3.3
1796,662,17,Chocolate Cake,Dessert,1,5.0,1.7,5.0,1.7,3.3
1797,662,12,Garlic Bread,Sides,1,4.5,1.3,4.5,1.3,3.2
1798,663,4,Spaghetti Bolognese,Pasta,1,12.0,4.5,12.0,4.5,7.5
1799,663,15,Chicken Wrap,Main,1,9.5,3.6,9.5,3.6,5.9
1800,664,12,Garlic Bread,Sides,2,4.5,1.3,9.0,2.6,6.4
1801,664,1,Margherita Pizza,Pizza,1,9.5,3.2,9.5,3.2,6.3
1802,665,18,Cheesecake,Dessert,1,5.5,1.8,5.5,1.8,3.7
1803,665,1,Margherita Pizza,Pizza,1,9.5,3.2,9.5,3.2,6.3
1804,666,3,Veggie Pizza,Pizza,1,10.5,3.8,10.5,3.8,6.7
1805,666,6,Lasagna,Pasta,1,13.5,5.1,13.5,5.1,8.4
1806,666,11,Fries,Sides,3,4.0,1.1,12.0,3.3,8.7
1807,666,9,Chicken Burger,Burger,2,10.0,3.9,20.0,7.8,12.2
1808,667,13,Grilled Salmon,Main,2,16.5,7.8,33.0,15.6,17.4
1809,667,6,Lasagna,Pasta,1,13.5,5.1,13.5,5.1,8.4
1810,668,1,Margherita Pizza,Pizza,1,9.5,3.2,9.5,3.2,6.3
1811,668,13,Grilled Salmon,Main,1,16.5,7.8,16.5,7.8,8.7
1812,668,20,Lemonade,Drinks,2,3.0,0.9,6.0,1.8,4.2
1813,669,13,Grilled Salmon,Main,1,16.5,7.8,16.5,7.8,8.7
1814,670,7,Caesar Salad,Salad,1,8.5,2.9,8.5,2.9,5.6
1815,670,22,Beer,Drinks,1,4.5,1.4,4.5,1.4,3.1
1816,670,13,Grilled Salmon,Main,1,16.5,7.8,16.5,7.8,8.7
1817,670,18,Cheesecake,Dessert,2,5.5,1.8,11.0,3.6,7.4
1818,671,1,Margherita Pizza,Pizza,1,9.5,3.2,9.5,3.2,6.3
1819,671,4,Spaghetti Bolognese,Pasta,1,12.0,4.5,12.0,4.5,7.5
1820,671,7,Caesar Salad,Salad,2,8.5,2.9,17.0,5.8,11.2
1821,672,18,Cheesecake,Dessert,1,5.5,1.8,0.0,1.8,0.0
1822,672,20,Lemonade,Drinks,2,3.0,0.9,0.0,1.8,0.0
1823,672,10,Beef Burger,Burger,1,11.5,4.6,0.0,4.6,0.0
1824,672,12,Garlic Bread,Sides,1,4.5,1.3,0.0,1.3,0.0
1825,673,1,Margherita Pizza,Pizza,1,9.5,3.2,9.5,3.2,6.3
1826,673,18,Cheesecake,Dessert,1,5.5,1.8,5.5,1.8,3.7
1827,673,9,Chicken Burger,Burger,1,10.0,3.9,10.0,3.9,6.1
1828,674,20,Lemonade,Drinks,2,3.0,0.9,6.0,1.8,4.2
1829,675,10,Beef Burger,Burger,2,11.5,4.6,23.0,9.2,13.8
1830,675,9,Chicken Burger,Burger,1,10.0,3.9,10.0,3.9,6.1
1831,675,10,Beef Burger,Burger,1,11.5,4.6,11.5,4.6,6.9
1832,676,8,Greek Salad,Salad,1,9.0,3.1,9.0,3.1,5.9
1833,676,17,Chocolate Cake,Dessert,1,5.0,1.7,5.0,1.7,3.3
1834,676,5,Penne Alfredo,Pasta,1,11.0,4.2,11.0,4.2,6.8
1835,677,12,Garlic Bread,Sides,2,4.5,1.3,9.0,2.6,6.4
1836,677,11,Fries,Sides,1,4.0,1.1,4.0,1.1,2.9
1837,678,1,Margherita Pizza,Pizza,1,9.5,3.2,9.5,3.2,6.3
1838,678,10,Beef Burger,Burger,1,11.5,4.6,11.5,4.6,6.9
1839,678,16,Tiramisu,Dessert,1,5.5,1.9,5.5,1.9,3.6
1840,679,22,Beer,Drinks,1,4.5,1.4,4.5,1.4,3.1
1841,679,9,Chicken Burger,Burger,1,10.0,3.9,10.0,3.9,6.1
1842,680,1,Margherita Pizza,Pizza,2,9.5,3.2,19.0,6.4,12.6
1843,680,12,Garlic Bread,Sides,1,4.5,1.3,4.5,1.3,3.2
1844,680,6,Lasagna,Pasta,2,13.5,5.1,27.0,10.2,16.8
1845,681,5,Penne Alfredo,Pasta,1,11.0,4.2,11.0,4.2,6.8
1846,681,8,Greek Salad,Salad,2,9.0,3.1,18.0,6.2,11.8
1847,681,19,Coke,Drinks,1,2.5,0.7,2.5,0.7,1.8
1848,681,18,Cheesecake,Dessert,1,5.5,1.8,5.5,1.8,3.7
1849,681,18,Cheesecake,Dessert,1,5.5,1.8,5.5,1.8,3.7
1850,682,20,Lemonade,Drinks,1,3.0,0.9,3.0,0.9,2.1
1851,682,16,Tiramisu,Dessert,2,5.5,1.9,11.0,3.8,7.2
1852,683,22,Beer,Drinks,1,4.5,1.4,4.5,1.4,3.1
1853,683,18,Cheesecake,Dessert,1,5.5,1.8,5.5,1.8,3.7
1854,683,12,Garlic Bread,Sides,1,4.5,1.3,4.5,1.3,3.2
1855,684,14,Steak Plate,Main,1,21.0,10.5,21.0,10.5,10.5
1856,684,3,Veggie Pizza,Pizza,1,10.5,3.8,10.5,3.8,6.7
1857,684,7,Caesar Salad,Salad,2,8.5,2.9,17.0,5.8,11.2
1858,684,18,Cheesecake,Dessert,3,5.5,1.8,16.5,5.4,11.1
1859,684,13,Grilled Salmon,Main,1,16.5,7.8,16.5,7.8,8.7
1860,685,9,Chicken Burger,Burger,1,10.0,3.9,10.0,3.9,6.1
1861,685,20,Lemonade,Drinks,1,3.0,0.9,3.0,0.9,2.1
1862,686,12,Garlic Bread,Sides,1,4.5,1.3,4.5,1.3,3.2
1863,686,4,Spaghetti Bolognese,Pasta,1,12.0,4.5,12.0,4.5,7.5
1864,686,21,Coffee,Drinks,2,2.8,0.6,5.6,1.2,4.4
1865,686,13,Grilled Salmon,Main,1,16.5,7.8,16.5,7.8,8.7
1866,687,16,Tiramisu,Dessert,1,5.5,1.9,5.5,1.9,3.6
1867,687,21,Coffee,Drinks,2,2.8,0.6,5.6,1.2,4.4
1868,688,18,Cheesecake,Dessert,1,5.5,1.8,5.5,1.8,3.7
1869,688,4,Spaghetti Bolognese,Pasta,1,12.0,4.5,12.0,4.5,7.5
1870,688,10,Beef Burger,Burger,2,11.5,4.6,23.0,9.2,13.8
1871,688,1,Margherita Pizza,Pizza,1,9.5,3.2,9.5,3.2,6.3
1872,688,5,Penne Alfredo,Pasta,1,11.0,4.2,11.0,4.2,6.8
1873,689,8,Greek Salad,Salad,1,9.0,3.1,9.0,3.1,5.9
1874,689,1,Margherita Pizza,Pizza,1,9.5,3.2,9.5,3.2,6.3
1875,689,10,Beef Burger,Burger,2,11.5,4.6,23.0,9.2,13.8
1876,690,20,Lemonade,Drinks,3,3.0,0.9,9.0,2.7,6.3
1877,690,13,Grilled Salmon,Main,2,16.5,7.8,33.0,15.6,17.4
1878,691,19,Coke,Drinks,1,2.5,0.7,2.5,0.7,1.8
1879,692,6,Lasagna,Pasta,2,13.5,5.1,27.0,10.2,16.8
1880,693,22,Beer,Drinks,1,4.5,1.4,4.5,1.4,3.1
1881,694,11,Fries,Sides,1,4.0,1.1,4.0,1.1,2.9
1882,695,19,Coke,Drinks,1,2.5,0.7,2.5,0.7,1.8
1883,695,8,Greek Salad,Salad,1,9.0,3.1,9.0,3.1,5.9
1884,695,14,Steak Plate,Main,1,21.0,10.5,21.0,10.5,10.5
1885,696,2,Pepperoni Pizza,Pizza,1,11.5,4.0,11.5,4.0,7.5
1886,696,10,Beef Burger,Burger,1,11.5,4.6,11.5,4.6,6.9
1887,696,1,Margherita Pizza,Pizza,1,9.5,3.2,9.5,3.2,6.3
1888,696,4,Spaghetti Bolognese,Pasta,1,12.0,4.5,12.0,4.5,7.5
1889,697,16,Tiramisu,Dessert,1,5.5,1.9,5.5,1.9,3.6
1890,697,15,Chicken Wrap,Main,1,9.5,3.6,9.5,3.6,5.9
1891,697,16,Tiramisu,Dessert,1,5.5,1.9,5.5,1.9,3.6
1892,698,22,Beer,Drinks,1,4.5,1.4,4.5,1.4,3.1
1893,698,22,Beer,Drinks,2,4.5,1.4,9.0,2.8,6.2
1894,698,1,Margherita Pizza,Pizza,1,9.5,3.2,9.5,3.2,6.3
1895,699,8,Greek Salad,Salad,2,9.0,3.1,18.0,6.2,11.8
1896,699,4,Spaghetti Bolognese,Pasta,1,12.0,4.5,12.0,4.5,7.5
1897,700,19,Coke,Drinks,1,2.5,0.7,2.5,0.7,1.8
1898,700,1,Margherita Pizza,Pizza,2,9.5,3.2,19.0,6.4,12.6
1899,700,4,Spaghetti Bolognese,Pasta,1,12.0,4.5,12.0,4.5,7.5
1900,701,5,Penne Alfredo,Pasta,3,11.0,4.2,33.0,12.6,20.4
